Latitude,Longitude,distance_to_nearest_substation_m,distance_to_nearest_powerline_m,altitude
41.14,20.07,47777.0845853337,981.3202496904478,343.3860168457031
41.14,20.09,46343.63057594098,495.87102019292314,260.8438720703125
41.14,20.11,44926.954371438514,1973.24069815623,523.6029663085938
41.14,20.13,43528.69351576579,3450.7888064619665,334.0443420410156
41.14,20.15,42150.68008730014,2939.732762331603,149.3706665039062
41.14,20.17,40794.96531222839,2259.7266338172412,195.3995666503906
41.14,20.19,39463.846711865706,1580.0749586111826,473.8309020996094
41.14,20.21,38159.89766226144,900.7777213865988,230.2551116943359
41.14,20.23,36885.99901499032,221.8349069258707,622.0648803710938
41.14,20.25,35645.372089453995,456.75349989024664,388.5164489746094
41.14,20.27,34441.61186587301,1134.987514074979,678.3419799804688
41.14,20.29,33278.71854964298,791.2743802366575,1065.128662109375
41.14,20.31,32161.124812702463,111.50118456604412,1021.573913574219
41.14,20.33,31093.7149369135,264.95191814820186,997.3401489257812
41.14,20.35,30081.830821434796,1044.1258445391234,658.156005859375
41.14,20.37,29131.258480148103,202.69736428654556,471.3970947265625
41.14,20.39,28248.18747259817,639.0628209791112,358.5341186523438
41.14,20.41,27439.135064455597,1481.1547223771804,498.057861328125
41.14,20.43,26710.827348846942,2323.5783511199315,600.5458374023438
41.14,20.45,26070.0317356697,3166.333718523529,971.9451293945312
41.14,20.47,25523.33972957853,4009.420836000814,1294.463989257812
41.14,20.49,25076.905997913367,4852.839715062702,1306.289306640625
41.14,20.51,24736.15884489563,5696.590367321359,1301.663818359375
41.14,20.53,24505.5067566178,6650.801938120809,950.0123291015625
41.14,20.55,24388.073052567695,7848.152385181001,1041.189819335938
41.14,20.57,24385.492919145603,9197.411666095422,1318.14697265625
41.14,20.59,24497.802121627843,10640.949086623168,1534.209594726562
41.14,20.61,24723.434519399056,11617.925423247558,1153.218627929688
41.14,20.63,25059.32877552198,12456.731200744303,782.2489624023438
41.14,20.65,25501.12781078272,13307.356880753854,689.0
41.14,20.67,26043.44210390916,14158.313812381515,689.0
41.14,20.69,26680.14262128103,15035.521265226022,689.0
41.14,20.71,27404.651111051695,16031.279118565048,689.0
41.14,20.73,28210.202701149912,17134.20829459083,689.0
41.14,20.75,29090.065253586796,18324.96753029004,702.3980712890625
41.14,20.77,30037.709104301783,19587.544994505733,689.0
41.14,20.79,31046.92800734573,20908.93427106133,704.7045288085938
41.14,20.81,32111.916729118668,22278.672834509547,737.9072875976562
41.14,20.83,33227.313006816876,23688.37480472725,713.6450805664062
41.14,20.85,34388.21208356918,25131.3158373736,1148.497924804688
41.14,20.87,35590.16142052203,26602.08750309095,1416.909057617188
41.14,20.89,36829.142018013175,27313.253140466823,1308.018188476562
41.14,20.91,38101.54144290195,27942.3151286864,1445.45947265625
41.14,20.93,39404.122389848664,28656.349813021498,1169.692504882812
41.14,20.95,40733.989514404675,29449.17694335797,1080.2822265625
41.14,20.97,42088.5564011389,30314.61505755207,1432.73583984375
41.14,20.99,43465.513862855754,31246.631393627948,1094.584716796875
41.14,21.01,44862.80027865368,32239.45229842574,1017.603210449219
41.14,21.03,46278.57433440843,33287.637649666976,985.111083984375
41.14,21.05,47711.19029561699,34386.12486380063,1245.98388671875
41.14,21.07,49159.175790631525,35530.24875588808,997.1868286132812
41.16,19.13,101072.72429878396,31557.637801899546,-90.22103881835938
41.16,19.15,99817.83705562356,30014.808318482606,-93.78984832763672
41.16,19.17,98575.82405512012,28487.16538653215,-86.04649353027344
41.16,19.19,97347.17748882632,26977.28701504478,-81.0
41.16,19.21,96132.40927617466,25488.32829784285,-96.27159881591797
41.16,19.23,94932.05160599448,24024.176977121104,-83.0
41.16,19.25,93746.65744622628,22589.654921490295,-79.99288940429688
41.16,19.27,92576.80101314948,21190.77784238073,-75.0
41.16,19.29,91423.07819037496,19835.086210672787,-78.75316619873047
41.16,19.31,90286.1068867331,18532.057259548605,-79.0
41.16,19.33,89166.52732097609,17293.59619128674,-73.1453857421875
41.16,19.35,88065.00222006648,15698.794176559471,-3.789944648742676
41.16,19.37,86982.21691653121,14037.534143556097,-27.05057334899902
41.16,19.39,85918.87932918363,12376.228633115805,-13.27406978607178
41.16,19.41,84875.71981034448,10714.877619040706,-47.7946662902832
41.16,19.43,83853.49084157127,9053.481075114076,-63.7599983215332
41.16,19.45,82852.96655897338,7392.038975099895,-1.313627362251282
41.16,19.47,81874.94208839884,5730.551292741989,0.0
41.16,19.49,80920.232670244,4069.0180017664497,99.3287582397461
41.16,19.51,79989.67255343862,2407.4390758786953,9.0
41.16,19.53,79084.1136383241,745.8144887665829,11.0
41.16,19.55,78151.15994560928,915.8557859024186,24.23419570922852
41.16,19.57,76857.02713611587,633.298584902503,33.00533294677734
41.16,19.59,75577.75753201282,2277.483243569799,14.85199451446533
41.16,19.61,74314.11814247989,3898.3208670294903,57.24406433105469
41.16,19.63,73066.91933418131,5495.628516433075,48.5628547668457
41.16,19.65,71837.01683328953,7093.046860798681,234.8977813720703
41.16,19.67,70625.31368400065,8690.57592428296,182.1439819335938
41.16,19.69,69432.76212801675,9289.41891808636,138.4420623779297
41.16,19.71,68260.36536243896,9650.675989857304,284.9933166503906
41.16,19.73,67109.1791255168,10266.78403177274,216.9727783203125
41.16,19.75,65980.31305105254,10334.540534004043,349.7589111328125
41.16,19.77,64874.93172279469,9641.427480256463,285.4143371582031
41.16,19.79,63794.25535032712,8648.002671912256,606.3584594726562
41.16,19.81,62739.55997773546,7677.744310940444,220.3236083984375
41.16,19.83,61712.177126322655,6707.175326757578,380.3739929199219
41.16,19.85,60713.4927632302,5754.748329621924,325.6034240722656
41.16,19.87,59744.94547967968,5046.079966043392,470.4221496582031
41.16,19.89,58808.02375654825,4389.807935712926,373.5414733886719
41.16,19.91,57904.2621920859,3733.183537079939,357.6568908691406
41.16,19.93,57035.23656790858,2944.8646528269064,429.0316772460938
41.16,19.95,55731.6119029797,1877.0601747798069,599.7449340820312
41.16,19.97,54198.193181450566,808.9621401003047,349.3099060058594
41.16,19.99,52673.43935431918,259.42946456206164,657.8974609375
41.16,20.01,51158.124584004814,7.432864950650292,267.3260192871094
41.16,20.03,49653.112448488,82.54731099636591,649.7744140625
41.16,20.05,48159.36823040152,1328.3369662945329,593.1290283203125
41.16,20.07,46677.97307220326,73.4673472338437,434.2760009765625
41.16,20.09,45210.14027853121,1550.2063588485137,281.8160705566406
41.16,20.11,43757.2340771795,3027.1238017104374,765.635009765625
41.16,20.13,42320.79117571769,4504.219697951008,595.5491943359375
41.16,20.15,40902.54546593038,4969.655601651672,501.8214111328125
41.16,20.17,39504.45622373867,4289.850199143525,165.5121612548828
41.16,20.19,38128.74011434449,3610.399281214979,267.1987915039062
41.16,20.21,36777.90722050434,2931.302832607364,164.3511047363281
41.16,20.23,35454.80113661415,2252.560838162549,196.7722320556641
41.16,20.25,34162.642871747434,1574.173282825956,462.4426574707031
41.16,20.27,32905.07782609579,896.1401516440355,723.8643798828125
41.16,20.29,31686.22437837939,594.716902353139,528.6303100585938
41.16,20.31,30510.72156689623,1402.5373951872905,502.2410278320312
41.16,20.33,29383.771885702074,1462.499197595228,679.6090087890625
41.16,20.35,28311.17330091042,937.4329275708076,324.9707336425781
41.16,20.37,27299.33225088099,1718.37689854761,349.9784851074219
41.16,20.39,26355.246820726938,2559.8771779716617,642.6336059570312
41.16,20.41,25486.446939249345,3401.7092075557243,1065.241088867188
41.16,20.43,24700.87717918576,4243.8729984404645,659.0969848632812
41.16,20.45,24006.70881239335,5086.3685618667305,1785.541137695312
41.16,20.47,23412.072700033812,5929.195909173357,1425.868896484375
41.16,20.49,22924.71465003412,6772.355051797281,1890.115356445312
41.16,20.51,22551.590150636883,7615.846001277373,1786.532470703125
41.16,20.53,22298.43376292257,8460.132214034873,1454.613037109375
41.16,20.55,22169.355053173564,9430.209328608818,1061.454467773438
41.16,20.57,22166.52108430571,10579.258177577452,1691.736328125
41.16,20.59,22289.97943330326,11855.352313508543,1408.307861328125
41.16,20.61,22537.654215487557,13221.756634251838,714.8297729492188
41.16,20.63,22905.51586484867,14373.611941390447,1047.812377929688
41.16,20.65,23387.893443931283,15221.267644049867,689.0
41.16,20.67,23977.8761578191,16071.963760632769,692.0
41.16,20.69,24667.743989925493,16922.991174346338,689.0
41.16,20.71,25449.37498594079,17814.95515762908,689.0
41.16,20.73,26314.593081762858,18813.310129767087,689.0
41.16,20.75,27255.438789613818,19903.54479709562,693.5033569335938
41.16,20.77,28264.36053605588,21071.402066631315,1026.69921875
41.16,20.79,29334.33474073553,22304.69218414136,778.88037109375
41.16,20.81,30458.92785886367,23593.15596914128,752.8185424804688
41.16,20.83,31632.31481966307,24928.239403403444,721.6923217773438
41.16,20.85,32849.26709997582,26302.844284214458,832.7388305664062
41.16,20.87,34105.121356539006,27711.08971898161,1078.2216796875
41.16,20.89,35395.7369649618,29148.100121843712,944.3280029296875
41.16,20.91,36717.44845624119,29989.72317729343,1300.498413085938
41.16,20.93,38067.01690468126,30655.90634814086,1299.389282226562
41.16,20.95,39441.58284033159,31398.06061267759,1040.098876953125
41.16,20.97,40838.62218768865,32210.93513258175,1153.176513671875
41.16,20.99,42255.905992635446,33089.318339326994,1025.986694335938
41.16,21.01,43691.46421146936,34028.13759445503,1021.254516601562
41.16,21.03,45143.553529617304,35022.53307680049,1253.987182617188
41.16,21.05,46610.62899787294,36067.90838654136,-87.21764373779297
41.16,21.07,48091.319179143065,37159.96136333157,-94.41600036621094
41.18,19.13,102551.81874007887,30772.86896675767,-96.0
41.18,19.15,101315.6220920764,29189.088639359503,1270.317138671875
41.18,19.17,100092.561254005,27616.30442142493,1309.0
41.18,19.19,98883.12307602882,26056.505491054144,-88.13422393798828
41.18,19.21,97687.81295921643,24512.16868092344,-79.0
41.18,19.23,96507.15529081768,22986.408344684172,-83.6719970703125
41.18,19.25,95341.6938424304,21483.18036715877,-78.1283187866211
41.18,19.27,94191.99212273063,20007.561566676675,-81.17333221435547
41.18,19.29,93058.63367554649,18566.13339992374,-82.0
41.18,19.31,91942.22231311812,17167.50727546718,-79.6240005493164
41.18,19.33,90843.38227340423,15823.03414712657,-73.16178131103516
41.18,19.35,89762.7582893179,14547.732513258612,-64.87999725341797
41.18,19.37,88701.01555683672,13361.419963193854,-49.7946662902832
41.18,19.39,87658.83958796765,12060.891156692442,-26.81333351135254
41.18,19.41,86335.24171921058,10400.04725510526,-16.99704360961914
41.18,19.43,84935.6958662574,8739.157807300824,-7.817749977111816
41.18,19.45,83546.18969191071,7078.22278719132,-4.005098342895508
41.18,19.47,82167.23195799731,5417.242168669421,0.0
41.18,19.49,80799.36216342528,3756.215925609425,3.721777677536011
41.18,19.51,79443.15247611437,2095.14403186565,1.2782222032547
41.18,19.53,78099.20975942997,434.0264612741025,7.0
41.18,19.55,76768.1776897778,564.9075931877977,14.20897579193115
41.18,19.57,75450.73895967327,1078.7055496833157,28.44748306274414
41.18,19.59,74147.61755772251,2722.3879216864316,129.4740295410156
41.18,19.61,72859.58111341821,4366.13954831,33.27822113037109
41.18,19.63,71587.44329041944,6009.960455069473,213.6774444580078
41.18,19.65,70332.06620693306,7231.920230928898,339.1498413085938
41.18,19.67,69094.36285579378,7006.995419351356,96.07950592041016
41.18,19.69,67875.29948987359,7093.26404174924,150.3854827880859
41.18,19.71,66675.89793028537,7560.074009281,352.0615234375
41.18,19.73,65497.237745630584,8235.447563492791,283.7876281738281
41.18,19.75,64340.45824002119,8147.625519498538,250.8863067626953
41.18,19.77,63206.76017601803,7939.836444081666,193.7838134765625
41.18,19.79,62097.40714597571,6861.192196971845,324.0829467773438
41.18,19.81,61013.72649172816,5866.117007273967,259.3706665039062
41.18,19.83,59957.10965868006,4895.850605987808,179.4087982177734
41.18,19.85,58929.011856325,3925.273535945511,194.3598937988281
41.18,19.87,57930.95088415527,3004.010793654986,277.7167358398438
41.18,19.89,56964.50497045456,2346.2522555052788,321.8065490722656
41.18,19.91,56031.309463031925,1689.8353362112025,623.1600341796875
41.18,19.93,55133.05220694441,1033.066006471359,615.7360229492188
41.18,19.95,54271.46744641468,164.27617557912765,511.4098510742188
41.18,19.97,53322.17740715959,418.9414179619848,787.047607421875
41.18,19.99,51772.11180703894,612.2805971177504,291.2332458496094
41.18,20.01,50230.092892669185,265.55838307059173,277.583251953125
41.18,20.03,48696.88445587782,1119.8068915800045,658.1723022460938
41.18,20.05,47173.34493608694,347.84123832789606,418.2838134765625
41.18,20.07,45660.441564923254,1128.2669049006956,888.1729125976562
41.18,20.09,44159.266897778056,2604.5534805100647,313.0829467773438
41.18,20.11,42671.05815138942,4081.018510445074,683.5253295898438
41.18,20.13,41197.21983042024,5557.662016704189,593.5867309570312
41.18,20.15,39739.35019120695,6999.5819272084545,663.02783203125
41.18,20.17,38299.27215088815,6319.977339336183,587.0314331054688
41.18,20.19,36879.06929353422,5640.727267149695,293.8259887695312
41.18,20.21,35481.127632619755,4961.831695447751,582.5802001953125
41.18,20.23,34108.183730227734,4283.290609136682,244.8067626953125
41.18,20.25,32763.379599880616,3605.103993224125,515.1283569335938
41.18,20.27,31450.32445942907,2927.2718328230917,759.5584716796875
41.18,20.29,30173.16274860664,2691.9201776360874,259.69775390625
41.18,20.31,28936.646739074073,3348.539687070161,491.4899291992188
41.18,20.33,27746.210360157573,3492.9205449395463,298.4208068847656
41.18,20.35,26608.03833541483,3148.8513399128187,763.9979858398438
41.18,20.37,25529.12119809301,3639.4610304760554,503.1418151855469
41.18,20.39,24517.2821982926,4480.7013047943055,744.2565307617188
41.18,20.41,23581.15685934304,5322.273363138976,1222.1162109375
41.18,20.43,22730.100983983808,6164.177216578264,1934.916015625
41.18,20.45,21974.00026606319,7006.412876275987,1016.805114746094
41.18,20.47,21322.957498574444,7848.980353497206,1434.45654296875
41.18,20.49,20786.845484294052,8691.879659606631,1517.817260742188
41.18,20.51,20374.73786636724,9535.110806067049,1889.756469726562
41.18,20.53,20094.264875195306,10378.673804436166,1794.332397460938
41.18,20.55,19950.97817858244,11230.482957544837,1227.20263671875
41.18,20.57,19947.833577738667,12211.001407335943,1550.564086914062
41.18,20.59,20084.896258621706,13331.484209342105,1312.062377929688
41.18,20.61,20359.33411779602,14559.652155334708,692.1112060546875
41.18,20.63,20765.700694147577,15870.523982482957,742.0422973632812
41.18,20.65,21296.44464802869,17135.186869349058,1046.796020507812
41.18,20.67,21942.542083617096,17985.622068785287,691.2577514648438
41.18,20.69,22694.14244468083,18836.38859812271,691.7166748046875
41.18,20.71,23541.142308205217,19687.63085891265,695.4435424804688
41.18,20.73,24473.63838665234,20595.13614142361,1117.640869140625
41.18,20.75,25482.246169362057,21595.30487124219,692.7218017578125
41.18,20.77,26558.295290154365,22675.87867474435,723.9962158203125
41.18,20.79,27693.92531704146,23825.919981395095,916.5368041992188
41.18,20.81,28882.108826579235,25035.85725153413,738.9253540039062
41.18,20.83,30116.626148758423,26297.424189246783,755.4320068359375
41.18,20.85,31392.011262689863,27603.542625453734,992.9683227539062
41.18,20.87,32703.48305358554,28948.182664016244,826.4694213867188
41.18,20.89,34046.87154449714,30326.22057311553,1076.994873046875
41.18,20.91,35418.545142258234,31733.30559333005,1229.7607421875
41.18,20.93,36815.34236778903,32683.976114733247,1254.392456054688
41.18,20.95,38234.50980405762,33380.86100432844,1336.92822265625
41.18,20.97,39673.64688490832,34146.33617267873,1132.774658203125
41.18,20.99,41130.65748013074,34975.898430904555,1414.755249023438
41.18,21.01,42603.70786126092,35865.10103501994,1399.842651367188
41.18,21.03,44091.190452498246,36809.62209347329,1254.178466796875
41.18,21.05,45591.69270830725,37805.315665810704,1316.175537109375
41.18,21.07,47103.97046475768,38848.247291344494,1459.358642578125
41.2,19.13,104057.28542639056,30131.681778285827,-91.02044677734375
41.2,19.15,102839.55040806768,28512.8189090075,-93.0
41.2,19.17,101635.18918406471,26901.034648875444,-92.0
41.2,19.19,100444.6822603636,25297.67987521292,-86.13422393798828
41.2,19.21,99268.52753093543,23704.462875552013,-81.85244750976562
41.2,19.23,98107.24061655144,22123.57155396414,-79.0
41.2,19.25,96784.74635198888,20557.84707253593,-79.0
41.2,19.27,95304.30528422624,19011.03443466135,-81.99288940429688
41.2,19.29,93830.31533373354,17488.14963944899,-79.0
41.2,19.31,92363.08479005175,15996.025055600834,-82.0
41.2,19.33,90902.94039049532,14544.127665580403,-74.16178131103516
41.2,19.35,89450.22857991657,13145.789248476249,-65.28675842285156
41.2,19.37,88005.31685943948,11820.029454744514,-49.7946662902832
41.2,19.39,86568.59522940684,10594.126549322516,-28.80306625366211
41.2,19.41,85140.47773180714,9506.78405533248,-16.05068969726562
41.2,19.43,83721.40409726146,8424.817660511428,-8.654683113098145
41.2,19.45,82311.84150143637,6764.389922099066,-1.246344685554504
41.2,19.47,80912.28643529877,5103.9165692339375,-4.984272956848145
41.2,19.49,79523.26669299114,3443.3975759390114,-2.0
41.2,19.51,78145.34348017862,1782.832916217044,-0.408014178276062
41.2,19.53,76779.11364451831,122.22256405288468,3.094293355941772
41.2,19.55,75425.21202821874,118.98235756439207,114.6973037719727
41.2,19.57,74084.3139405836,1524.128282157912,38.70426559448242
41.2,19.59,72757.13774568068,3167.3081682623297,11.60000038146973
41.2,19.61,71444.4475569267,4810.557326090736,60.54348754882812
41.2,19.63,70147.05602611302,5282.566262422123,150.9202270507812
41.2,19.65,68865.82720926002,5035.559181809696,196.3051910400391
41.2,19.67,67601.67948537522,4793.880180291529,273.7352905273438
41.2,19.69,66355.588496662,4919.089985419716,112.5342254638672
41.2,19.71,65128.59006977069,5526.433814439995,253.78369140625
41.2,19.73,63921.783067143224,6204.1094149876635,278.1317138671875
41.2,19.75,62736.33210537074,5985.522993334062,191.2755584716797
41.2,19.77,61573.47006350358,5730.977695572938,186.7701263427734
41.2,19.79,60434.500288650306,5360.923325864911,230.3858184814453
41.2,19.81,59320.798388907744,4085.4070047777345,214.2378997802734
41.2,19.83,58233.81348509339,3084.5128153039877,414.2123107910156
41.2,19.85,57175.06877326219,2114.2384056694877,266.458984375
41.2,19.87,56146.16123040059,1143.653281959586,316.8304138183594
41.2,19.89,55148.76027706812,302.68516811255984,298.4378662109375
41.2,19.91,54184.60519439118,353.52419858954653,382.8515930175781
41.2,19.93,53255.501080796435,728.2687333815853,586.4308471679688
41.2,19.95,52363.313128234986,302.03216289175856,708.8101806640625
41.2,19.97,51509.959001182986,391.84630351937153,574.7655639648438
41.2,19.99,50697.39911736753,577.0975651162988,559.18798828125
41.2,20.01,49384.51473514898,1546.3528106417982,574.4776611328125
41.2,20.03,47824.69093449488,768.0541579431876,974.4976196289062
41.2,20.05,46272.92630437362,707.4229147388966,806.756591796875
41.2,20.07,44730.05896153958,2183.0784211636646,769.9492797851562
41.2,20.09,43197.04160867439,3658.9123830871854,383.7716674804688
41.2,20.11,41674.96058913559,5134.924822322902,727.5079956054688
41.2,20.13,40165.05856179636,6611.115760738637,973.891845703125
41.2,20.15,38668.76152625133,8087.485220258872,818.2335205078125
41.2,20.17,37187.71106428008,8350.108056090812,800.5858154296875
41.2,20.19,35723.802809858185,7671.058918080981,753.8131713867188
41.2,20.21,34279.232305706406,6992.364311551674,794.3861083984375
41.2,20.23,32856.54952627819,6314.024221469011,1109.3388671875
41.2,20.25,31458.72340267688,5636.038632905641,835.5537719726562
41.2,20.27,30089.217600351385,5029.129368176864,741.8027954101562
41.2,20.29,28752.078452304504,4895.592378499934,469.7453918457031
41.2,20.31,27452.035142962097,5316.952404734317,420.9235534667969
41.2,20.33,26194.61067342756,5577.721553277291,271.51806640625
41.2,20.35,24986.239395965713,5367.646022589228,504.8745422363281
41.2,20.37,23834.382444403727,5669.307401675906,546.4812622070312
41.2,20.39,22747.62563885116,6401.53520116683,913.5541381835938
41.2,20.41,21735.735076564964,7242.847188879064,1296.374267578125
41.2,20.43,20809.634119111342,8084.491005312496,1242.787963867188
41.2,20.45,19981.25412342627,8926.466661562541,1905.857666015625
41.2,20.47,19263.205306435702,9768.7741688166,1833.482543945312
41.2,20.49,18668.222391673036,10611.413538364726,1667.4404296875
41.2,20.51,18208.372564766963,11454.384781596404,1739.48388671875
41.2,20.53,17894.07616679329,12297.687909997452,1886.566650390625
41.2,20.55,17733.07334745567,13141.322935152815,1480.843505859375
41.2,20.57,17729.54003994556,14005.57172893946,1785.051635742188
41.2,20.59,17883.568863225573,14992.237273969597,1101.278198242188
41.2,20.61,18191.157240628443,16093.840125293884,881.6604614257812
41.2,20.63,18644.70612053407,17288.42245829244,732.88720703125
41.2,20.65,19233.892147354683,18558.03707936835,693.8524169921875
41.2,20.67,19946.699065301505,19888.319111395533,694.0
41.2,20.69,20770.40289397094,20749.79427971979,690.6270751953125
41.2,20.71,21692.373945259384,21600.63119741113,702.106689453125
41.2,20.73,22700.64183638787,22455.24840111776,696.87890625
41.2,20.75,23784.233811837108,23375.688843661577,704.7918090820312
41.2,20.77,24933.33085978239,24377.171446538097,767.5510864257812
41.2,20.79,26139.29524619869,25450.130528633763,936.5204467773438
41.2,20.81,27394.617552152373,26585.913290049742,807.073974609375
41.2,20.83,28692.820039180755,27776.814101010223,793.9031982421875
41.2,20.85,30028.34160582248,29016.046988537044,880.4594116210938
41.2,20.87,31396.42011730517,30297.681775275894,1000.283569335938
41.2,20.89,32792.98102924464,31616.562257537713,835.2656860351562
41.2,20.91,34214.53667497705,32968.21865418675,1016.518798828125
41.2,20.93,35658.097778996154,34348.781830804226,916.1890869140625
41.2,20.95,37121.09715212838,35391.87956556016,1194.315795898438
41.2,20.97,38601.32468993052,36114.53702986179,1286.754150390625
41.2,20.99,40096.87243217779,36899.64126115999,1374.005126953125
41.2,21.01,41606.08834792754,37743.295562390595,1695.5556640625
41.2,21.03,43127.53756194078,38641.6652078511,1555.805786132812
41.2,21.05,44659.96985826938,39591.02572399914,1535.822143554688
41.2,21.07,46202.29244207055,40587.79923825843,1462.898559570312
41.22,19.13,104856.07361235084,29643.396374390544,-92.0
41.22,19.15,103329.33552112966,27996.83296478767,-89.56550598144531
41.22,19.17,101807.17021652384,26354.029592076735,-92.0
41.22,19.19,100289.7853549498,24715.733833022117,-85.25599670410156
41.22,19.21,98777.40068453322,23082.903154951717,-82.0
41.22,19.23,97270.24887763386,21456.78277317823,-83.00528717041016
41.22,19.25,95768.57642687728,19839.02015407198,-82.74400329589844
41.22,19.27,94272.64460966855,18231.83741260943,-81.17333221435547
41.22,19.29,92782.73052644845,16638.297653793536,-82.0
41.22,19.31,91299.1282183115,15062.728159390868,-79.44355773925781
41.22,19.33,89822.14986993143,13511.413244422902,-74.78541564941406
41.22,19.35,88352.12710402544,11993.76400082479,-65.79071807861328
41.22,19.37,86889.41237392329,10524.350018767042,-49.7946662902832
41.22,19.39,85434.38046102427,9126.494229776492,-28.88888931274414
41.22,19.41,83987.43008414128,7838.567523863347,-12.75288867950439
41.22,19.43,82548.9856278433,6724.030143352405,-16.03466606140137
41.22,19.45,81119.49899692752,5830.495381333216,-8.12614631652832
41.22,19.47,79699.45160400524,4749.250282268688,-4.495871067047119
41.22,19.49,78289.35649688193,3106.2954384227155,-1.012074708938599
41.22,19.51,76889.76063184376,1463.2721353430416,-0.1695070564746857
41.22,19.53,75501.24729808794,189.59719855833268,3.618047952651978
41.22,19.55,74124.43869729136,326.95884075395253,62.51264190673828
41.22,19.57,72759.99868055474,1969.566778193106,119.3695220947266
41.22,19.59,71408.63564262538,3578.811912971538,239.1688995361328
41.22,19.61,70071.10557024096,3332.6512599658276,99.58679962158203
41.22,19.63,68748.2152374407,3086.110176796933,73.0290756225586
41.22,19.65,67440.8255357184,2839.1886667713597,196.6599426269531
41.22,19.67,66149.8549205311,2591.8867330823055,245.3617706298828
41.22,19.69,64876.28294794205,2817.4573023006033,102.9666061401367
41.22,19.71,63621.15386563345,3495.291386600397,145.1568603515625
41.22,19.73,62385.58021104525,4172.76958407617,322.8274230957031
41.22,19.75,61170.74635571981,3889.843232771468,210.4989624023438
41.22,19.77,59977.91191877303,3522.110144557373,303.6373291015625
41.22,19.79,58808.41495381314,3350.079370724243,169.4586639404297
41.22,19.81,57663.67479225334,2846.0318729926535,146.7877349853516
41.22,19.83,56545.19440222255,1340.0268379478964,169.9685516357422
41.22,19.85,55454.562096303736,303.190319116132,273.7513427734375
41.22,19.87,54393.452393805776,667.0920663194079,327.750732421875
41.22,19.89,53363.62581529236,1035.1006008610452,442.7919921875
41.22,19.91,52366.9273602188,5.721027329155752,600.4700317382812
41.22,19.93,51405.28339480122,515.6707367712046,361.9419555664062
41.22,19.95,50480.696659681846,452.3488660976113,414.7550048828125
41.22,19.97,49595.23909897636,1420.6798570566373,349.3811340332031
41.22,19.99,48751.042218148534,2389.3222473198443,861.080078125
41.22,20.01,47950.28470251209,1482.7330739017175,765.6454467773438
41.22,20.03,47041.20746181627,141.10168802617395,1006.301879882812
41.22,20.05,45463.20005410653,1762.6992017929704,696.8731079101562
41.22,20.07,43892.36863562414,3237.901893876381,827.2611694335938
41.22,20.09,42329.51143520967,4713.283064486145,861.6729125976562
41.22,20.11,40775.544694452394,6188.842735305833,757.1485595703125
41.22,20.13,39231.52419080268,7664.580928070312,1150.028686523438
41.22,20.15,37698.67133921506,9140.49766457316,905.0813598632812
41.22,20.17,36178.404945439535,10380.24235108956,764.5720825195312
41.22,20.19,34672.37993838777,9701.394235672507,792.1432495117188
41.22,20.21,33182.53471151012,9022.900682557618,847.10693359375
41.22,20.23,31711.149049959913,8344.7616767757,577.2816162109375
41.22,20.25,30260.914993074293,7669.686715137046,366.6672668457031
41.22,20.27,28835.023333531,7202.243302341875,964.5413818359375
41.22,20.29,27437.26868553555,7109.664441317093,284.5641174316406
41.22,20.31,26072.175971256016,7406.018624487838,354.8071899414062
41.22,20.33,24745.15042566865,7737.356105275285,664.2359619140625
41.22,20.35,23462.651201388777,7587.355276359434,791.2291259765625
41.22,20.37,22232.38439519627,7803.608470860637,1007.599060058594
41.22,20.39,21063.503386891854,8357.731593513443,1110.501220703125
41.22,20.41,19966.79096906307,9163.430684520075,2024.349731445312
41.22,20.43,18954.777241404085,10004.814364424665,1625.624267578125
41.22,20.45,18041.71988889894,10846.529917535789,1352.556396484375
41.22,20.47,17243.34472499014,11688.57735496931,1938.612670898438
41.22,20.49,16576.229687725572,12530.956687942868,1714.01318359375
41.22,20.51,16056.74269563131,13373.667927769096,1672.522705078125
41.22,20.53,15699.544386332836,14216.711085860212,1426.871948242188
41.22,20.55,15515.846299270836,15060.086173725767,1290.7734375
41.22,20.57,15511.8128040993,15903.793202976294,1833.98974609375
41.22,20.59,15687.581668226358,16782.89614553578,1132.73828125
41.22,20.61,16037.241297040928,17773.564881282004,785.1563110351562
41.22,20.63,16549.772894049565,18861.740440345948,708.2577514648438
41.22,20.65,17210.631017949567,20031.53795899172,736.8177490234375
41.22,20.67,18003.48853451075,21269.493881203536,692.0826416015625
41.22,20.69,18911.750359152993,22564.39239739516,694.9760131835938
41.22,20.71,19919.636258439896,23513.784080570516,701.6112670898438
41.22,20.73,21012.815224545266,24364.6913616276,705.2266845703125
41.22,20.75,22178.6782983684,25225.94116696093,741.514892578125
41.22,20.77,23406.366581917548,26156.397500844352,707.9760131835938
41.22,20.79,24686.65767420625,27158.85563344766,1063.386474609375
41.22,20.81,26011.785231604394,28225.644776202695,922.1021118164062
41.22,20.83,27375.238765367645,29349.75077597036,936.23779296875
41.22,20.85,28771.56995046446,30524.841892583383,1025.438598632812
41.22,20.87,30196.21802088097,31745.25666416548,945.0065307617188
41.22,20.89,31645.358691835147,33005.967762951,1159.780883789062
41.22,20.91,33115.77666013709,34302.53239564349,1033.925659179688
41.22,20.93,34604.75963947571,35631.03673195244,1262.439086914062
41.22,20.95,36110.01109704752,36988.039341328826,1077.171997070312
41.22,20.97,37629.57875417613,38110.457591157494,1402.170654296875
